bin	value
0.05	29793
0.1	14082
0.15	4761
0.2	3014
0.25	1312
0.3	616
0.35	452
0.4	128
0.45	338
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
