bin	value
0.05	4153
0.1	767
0.15	179
0.2	330
0.25	30
0.3	329
0.35	1
0.4	12
0.45	0
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
