bin	value
0.1	0.37889019377568994
0.2	0.6511120082207869
0.3	0.8848172342924251
0.4	0.9445647386964181
0.5	0.976145038167939
0.6	0.9853567234292425
0.7	0.9872100704638873
0.8	0.9909351145038168
0.9	0.9935591603053435
1	0.9939812096300646
