bin	value
0.05	36077
0.1	10711
0.15	3506
0.2	1985
0.25	1109
0.3	433
0.35	305
0.4	41
0.45	329
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
