bin	value
0.05	36130
0.1	10888
0.15	2830
0.2	2515
0.25	975
0.3	445
0.35	329
0.4	56
0.45	328
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
