bin	value
0.1	0.4709532839165661
0.2	0.8481296328219272
0.3	0.9362178934666436
0.4	0.9977590070677469
0.5	1.0
0.6	1.0
0.7	1.0
0.8	1.0
0.9	1.0
1	1.0
