bin	value
0.1	0.36872952939148423
0.2	0.9107050508533011
0.3	0.9979313911394587
0.4	0.9979313911394587
0.5	1.0
0.6	1.0
0.7	1.0
0.8	1.0
0.9	1.0
1	1.0
