bin	value
0.05	22102
0.1	9513
0.15	10011
0.2	3077
0.25	2171
0.3	3434
0.35	1240
0.4	460
0.45	709
0.5	44
0.55	533
0.6	124
0.65	1
0.7	292
0.75	4
0.8	95
0.85	133
0.9	6
0.95	0
1	547
