bin	value
0.05	31363
0.1	12280
0.15	4497
0.2	3240
0.25	1480
0.3	557
0.35	536
0.4	133
0.45	410
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
