bin	value
0.05	3851
0.1	718
0.15	135
0.2	374
0.25	2
0.3	17
0.35	334
0.4	12
0.45	0
0.5	0
0.55	0
0.6	28
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	330
