bin	value
0.05	33753
0.1	10921
0.15	3553
0.2	2879
0.25	1475
0.3	826
0.35	345
0.4	195
0.45	549
0.5	0
0.55	0
0.6	0
0.65	0
0.7	0
0.75	0
0.8	0
0.85	0
0.9	0
0.95	0
1	0
